,Incident Date,State,City Or County,Address,# Killed,# Injured,ST,Zipcode,Latitude,Longitude,Population At Incident,Density,Type
1206,2017-05-14,Texas,Fort Worth,8600 block of Calmont Ave,0,4,TX,76116,32.75,-97.33,49789.0,3844.88,Urban
1207,2017-05-10,New Jersey,Trenton,300 block of Centre St,1,3,NJ,08611,40.22,-74.76,26625.0,10118.37,Urban
1208,2017-05-09,Kansas,Kansas City,1900 block of S. Boeke,3,1,KS,66103,39.1,-94.62,13503.0,2877.14,Suburban
1209,2017-05-07,Illinois,Chicago,2600 block of 46th Pl,2,8,IL,60632,41.83,-87.68,91644.0,12286.56,Urban
1210,2017-05-04,Michigan,Flint,600 block of Copeman Boulevard,1,3,MI,48503,43.02,-83.69,25819.0,3068.15,Urban
1211,2017-05-02,Florida,Jacksonville,1566 West 24th Street,1,3,FL,32209,30.33,-81.65,35541.0,3674.88,Urban
1212,2017-05-01,Texas,Dallas,3200 block of Reynolds Ave,2,3,TX,75223,32.79,-96.76,14351.0,4040.27,Urban
1213,2017-04-30,California,San Diego,9080 Judicial Dr,2,6,CA,92122,32.85,-117.2,47331.0,2745.53,Suburban
1214,2017-04-30,Kansas,Topeka,4104 SW 28th,4,1,KS,66614,39.03,-95.69,31838.0,1092.36,Suburban
1215,2017-04-30,Florida,Jacksonville,NaN,0,5,FL,NaN,30.3321838,-81.65565099999999,NaN,,
1216,2017-04-30,South Carolina,Loris,268 N Sea Green Rd,1,5,SC,29569,34.05,-78.89,16701.0,91.53,Rural
1217,2017-04-29,California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3,CA,90033,34.04,-118.21,48841.0,14953.17,Urban
1218,2017-04-29,California,Sacramento,3800 block of 26th Avenue,0,5,CA,95820,38.53,-121.44,36624.0,6638.43,Urban
1219,2017-04-29,California,Whittier,10000 block of Carmentia Rd,1,5,CA,90605,33.94,-118.03,41818.0,7135.7,Urban
1220,2017-04-29,Maryland,Germantown,12839 Kitchen House Way,1,3,MD,20874,39.17,-77.26,60760.0,2704.59,Suburban
1221,2017-04-29,California,Compton,2000 Block of N Nestor Ave,0,4,CA,90222,33.91,-118.23,32585.0,12463.43,Urban
1222,2017-04-29,Virginia,Virginia Beach,200 block of 18th St,0,4,VA,23451,36.73,-76.04,43447.0,2254.03,Suburban
1223,2017-04-28,Pennsylvania,Chester,5 E 21st St,0,4,PA,19013,39.84,-75.37,35621.0,6138.39,Urban
1224,2017-04-27,New Jersey,Newark,1100 block of S Orange Ave,1,3,NJ,07106,40.72,-74.17,33140.0,21963.51,Urban
1225,2017-04-26,Florida,Miami,SW 264th St and 139th Ave,0,4,FL,33032,25.46,-80.45,45380.0,1813.19,Suburban
1226,2017-04-21,Florida,Palm Bay,2500 block of Vernon Dr,2,2,FL,32905,27.98,-80.66,23848.0,2324.39,Suburban
1227,2017-04-20,Kentucky,Louisville,700 block of East Jacob Street,0,4,KY,40203,38.22,-85.74,18745.0,6696.36,Urban
1228,2017-04-16,California,Vallejo,110 Calhoun Street,0,4,CA,94590,38.09,-122.25,37036.0,5958.95,Urban
1229,2017-04-16,North Carolina,Elizabeth City,611 S Martin St,0,4,NC,27909,36.29,-76.22,39577.0,179.36,Rural
1230,2017-04-16,Ohio,Columbus,1710 Cleveland Av,0,9,OH,43211,39.98,-82.98,23229.0,4580.15,Urban
1231,2017-04-15,Illinois,Rock Falls,311 W  2nd St,0,4,IL,61071,41.77,-89.69,14190.0,202.16,Rural
1232,2017-04-15,Pennsylvania,Philadelphia,5900 block of Hammond St,0,4,PA,19120,39.95,-75.16,72376.0,20007.05,Urban
1233,2017-04-15,Indiana,Indianapolis,300 block of S Meridian St,0,4,IN,46225,39.77,-86.14,7282.0,1812.98,Suburban
1234,2017-04-15,Alabama,Birmingham,1480 Center Point Pkwy,0,6,AL,35215,33.52,-86.79,48418.0,1637.52,Suburban
1235,2017-04-15,Illinois,Harvey,14600 block of Myrtle Avenue,0,4,IL,60426,41.6,-87.65,29784.0,3840.88,Urban
1236,2017-04-15,California,Banning,900 block of N Allen St,0,4,CA,92220,33.92,-116.83,33016.0,254.75,Rural
1237,2017-04-13,Georgia,Atlanta,30 Anderson Ave SW,1,3,GA,30314,33.75,-84.42,25142.0,4716.21,Urban
1238,2017-04-09,Texas,San Antonio,3100 block of Fidelia Drive,1,3,TX,78224,29.45,-98.5,21636.0,795.74,Rural
1239,2017-04-09,Indiana,Fort Wayne,9439 Lima Rd,1,3,IN,46818,41.07,-85.13,20838.0,284.18,Rural
1240,2017-04-07,North Carolina,Hickory,1423 29th Ave Dr NE,3,1,NC,28601,35.73,-81.32,50316.0,1086.27,Suburban
1241,2017-04-07,Texas,Houston,3829 Mount Pleasant St,5,0,TX,77021,29.76,-95.38,26654.0,4283.93,Urban
1242,2017-04-07,Minnesota,Saint Paul,1600 block of English St,4,1,MN,55109,44.94,-93.1,34027.0,2688.67,Suburban
1243,2017-04-07,Illinois,Chicago,5600 block of W Lake St,1,5,IL,60644,41.83,-87.68,49051.0,13883.56,Urban
1244,2017-04-06,Louisiana,Lake Charles,2000 block of Tulip St,1,3,LA,70601,30.21,-93.2,31855.0,2090.77,Suburban
1245,2017-04-03,Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,PA,19122,39.95,-75.16,22690.0,17063.04,Urban
1246,2017-04-03,Texas,Lubbock,5401 Ave Q,0,7,TX,79412,33.57,-101.87,17141.0,5020.85,Urban
1247,2017-04-02,Illinois,Chicago,3500 block of W Van Buren St,2,4,IL,60624,41.83,-87.68,37665.0,10779.35,Urban
1248,2017-04-02,Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,IA,50310,41.57,-93.61,31917.0,3751.83,Urban
1249,2017-04-01,California,Pittsburg,100 block of Madoline Street,0,5,CA,94565,38.0,-121.83,93549.0,2802.77,Suburban
1250,2017-04-01,Florida,Tampa,219 S Howard Ave,1,4,FL,33606,27.95,-82.48,18926.0,5407.07,Urban
1251,2017-04-01,Oklahoma,Oklahoma City,1200 block of N Woodward Avenue,2,3,OK,73107,35.46,-97.51,25486.0,3392.64,Urban
1252,2017-03-30,Illinois,Chicago,2704 E 75th St,4,0,IL,60649,41.83,-87.68,44223.0,15932.38,Urban
1253,2017-03-27,Florida,Sanford,209 Hays Dr,2,4,FL,32771,28.78,-81.27,52002.0,1365.18,Suburban
1254,2017-03-26,Ohio,Cleveland,NaN,2,2,OH,NaN,41.49932,-81.6943605,NaN,,
1255,2017-03-26,Texas,Houston,5619 Aldine Bender Rd,2,4,TX,77032,29.76,-95.38,14443.0,576.56,Rural
1256,2017-03-26,Ohio,Cincinnati,4601 Kellogg Ave,2,15,OH,45226,39.09,-84.51,5483.0,984.36,Rural
1257,2017-03-25,Tennessee,Knoxville,Minnesota Ave,1,4,TN,37921,35.97,-83.94,27991.0,1846.02,Suburban
1258,2017-03-25,Michigan,Detroit,8443 Grand River Ave,1,3,MI,48204,42.38,-83.1,24513.0,5585.99,Urban
1259,2017-03-25,Ohio,Cleveland,E 79th St and Woodland Ave,2,2,OH,44104,41.47,-81.67,20541.0,4778.39,Urban
1260,2017-03-24,California,Fresno,300 block of South Villa Avenue,1,4,CA,93727,36.75,-119.67,81118.0,2209.23,Suburban
1261,2017-03-24,Missouri,Saint Louis,5100 block of Palm St,1,6,MO,63115,38.63,-90.24,18799.0,4866.48,Urban
1262,2017-03-22,Wisconsin,Rothschild,1133 E Grand Ave,5,0,WI,54474,44.88,-89.62,3723.0,923.48,Rural
1263,2017-03-19,Kentucky,Louisville,1512 Portland Avenue,1,5,KY,40203,38.22,-85.74,18745.0,6696.36,Urban
1264,2017-03-18,Michigan,Detroit,16000 block of Rutherford,3,2,MI,48227,42.38,-83.1,42364.0,6025.76,Urban
1265,2017-03-15,Louisiana,Metairie,2508 Pasadena Ave,3,1,LA,70001,29.99,-90.17,39745.0,6333.72,Urban
1266,2017-03-10,Illinois,Chicago,123 E 51st St,2,2,IL,60615,41.83,-87.68,40595.0,18355.79,Urban
1267,2017-03-10,Louisiana,New Orleans (Gentilly),4200 block of Touro St,3,1,LA,70122,30.06,-89.93,37369.0,4049.33,Urban
1268,2017-03-07,Illinois,Chicago,W 76th St and S May St,0,4,IL,60620,41.83,-87.68,69195.0,10192.8,Urban
1269,2017-03-05,Georgia,Columbus,600 block of 32nd Street,0,4,GA,31904,32.51,-84.87,34387.0,1140.13,Suburban
1270,2017-03-04,Kansas,Topeka,23rd and Bellview,1,4,KS,66605,39.03,-95.69,18755.0,1996.29,Suburban
1271,2017-03-04,California,Sacramento,2500 block of 33rd St,0,4,CA,95817,38.55,-121.45,13277.0,5907.46,Urban
1272,2017-03-03,Pennsylvania,Philadelphia,7165 Germantown Ave,0,4,PA,19119,39.95,-75.16,29163.0,8351.87,Urban
1273,2017-03-03,California,Riverside,8300 block of Trey Ave,0,5,CA,92503,33.89,-117.44,94523.0,2829.66,Suburban
1274,2017-02-28,Ohio,Cincinnati,1700 of Casey Dr,0,6,OH,45223,39.09,-84.51,12612.0,2124.81,Suburban
1275,2017-02-27,Virginia,Newport News,11810 Fountain Way,0,4,VA,23606,37.07,-76.51,30481.0,3125.85,Urban
1276,2017-02-26,Indiana,Gary,1700 Grant St,1,4,IN,46404,41.59,-87.34,17441.0,3030.08,Urban
1277,2017-02-25,Ohio,Warren,1564 Niles Cortland Rd SE,2,3,OH,44484,41.23,-80.81,22371.0,1314.3,Suburban
1278,2017-02-25,Florida,Jacksonville,3604 Moncrief Rd,1,4,FL,32209,30.33,-81.65,35541.0,3674.88,Urban
1279,2017-02-22,New York,Rochester,191 Genesee St,0,4,NY,14611,43.16,-77.61,17169.0,6008.98,Urban
1280,2017-02-21,Ohio,Cleveland,16700 Lorain Ave,0,4,OH,44111,41.47,-81.67,41455.0,6372.64,Urban
1281,2017-02-21,Mississippi,Toomsuba,Butts Road,4,0,MS,39364,32.43,-88.46,2878.0,40.33,Rural
1282,2017-02-20,Ohio,Cleveland,1082 East 105th Street,0,5,OH,44108,41.47,-81.67,22048.0,6052.09,Urban
1283,2017-02-19,Virginia,Norfolk,Church Street and East Virginia Beach Blvd,1,3,VA,23504,36.84,-76.28,22791.0,5658.55,Urban
1284,2017-02-18,Pennsylvania,Philadelphia,1 block of N Conestoga,0,4,PA,19139,39.95,-75.16,44675.0,23316.95,Urban
1285,2017-02-18,Indiana,South Bend,1000 block of Yukon St,1,3,IN,46616,41.67,-86.26,5714.0,3860.35,Urban
1286,2017-02-15,California,Salinas,30 Soledad Street,0,4,CA,93901,36.64,-121.62,27624.0,1838.92,Suburban
1287,2017-02-15,Illinois,Chicago,3949 South Albany Avenue,3,2,IL,60632,41.83,-87.68,91644.0,12286.56,Urban
1288,2017-02-12,Missouri,Caruthersville,908 Truman Blvd,1,6,MO,63830,36.17,-89.66,7048.0,103.39,Rural
1289,2017-02-12,New York,Newburgh,253 South William Street,1,3,NY,12550,41.5,-74.02,54938.0,1568.17,Suburban
1290,2017-02-12,Florida,Greenville,Church Ave and Obadiah St,0,5,FL,32331,30.46,-83.63,4252.0,14.58,Rural
1291,2017-02-11,Illinois,Chicago,100 block of N Mayfield,1,3,IL,60644,41.83,-87.68,49051.0,13883.56,Urban
1292,2017-02-11,Tennessee,Savannah,Clifton Road and Midway Drive,0,4,TN,38372,35.22,-88.23,17365.0,55.3,Rural
1293,2017-02-10,Louisiana,New Orleans,2nd St and Dryades St,1,5,LA,70113,30.06,-89.93,8276.0,6907.57,Urban
1294,2017-02-09,Mississippi,Jackson,3150 Robinson Road,4,0,MS,39209,32.32,-90.2,27746.0,486.83,Rural
1295,2017-02-08,Ohio,Cleveland,16379 Euclid Ave,1,4,OH,44112,41.47,-81.67,21788.0,5706.9,Urban
1296,2017-02-07,South Carolina,Columbia,5500 block of Fairfield Road,0,4,SC,29203,34.0,-81.03,39614.0,628.95,Rural
1297,2017-02-07,Arkansas,Little Rock,25 Par Drive,1,4,AR,72210,34.72,-92.35,16054.0,281.98,Rural
1298,2017-02-06,Mississippi,Yazoo City,11th Street,4,0,MS,39194,32.86,-90.4,21085.0,46.26,Rural
1299,2017-01-31,Tennessee,Memphis,1576 S White Station Rd,0,4,TN,38117,35.1,-90.0,26256.0,2795.61,Suburban
1300,2017-01-31,District of Columbia,Washington,2900 block of Martin Luther King Jr Ave,0,4,DC,20032,38.89,-77.03,42257.0,6784.59,Urban
1301,2017-01-30,Minnesota,Minneapolis (Crystal),5410 Lakeland Ave N,0,4,MN,55429,44.96,-93.26,27971.0,4301.5,Urban
1302,2017-01-29,Louisiana,Shreveport,6363 Hearne Ave,1,4,LA,71108,32.47,-93.79,19058.0,2384.56,Suburban
1303,2017-01-27,Washington,Bremerton,NaN,4,0,WA,NaN,47.5650067,-122.6269768,NaN,,
1304,2017-01-27,Tennessee,Brownsville,221 Morgan St,0,10,TN,38012,35.59,-89.25,13841.0,53.97,Rural
1305,2017-01-26,Georgia,Albany,1510 Maryland Drive,2,3,GA,31707,31.57,-84.17,25357.0,1348.85,Suburban
1306,2017-01-25,Illinois,Chicago,500 block of E 75th St,0,6,IL,60619,41.83,-87.68,62992.0,10600.4,Urban
1307,2017-01-22,Texas,Manvel,NaN,3,2,TX,NaN,29.4627365,-95.35799399999999,NaN,,
1308,2017-01-22,Illinois,Chicago (Englewood),1800 block of W 63rd,0,4,IL,60636,41.83,-87.68,34461.0,10459.1,Urban
1309,2017-01-22,Georgia,Atlanta,2841 Greenbriar Pkwy SW,3,1,GA,30331,33.71,-84.53,64652.0,1461.13,Suburban
1310,2017-01-21,Georgia,Jonesboro,6510 Tara Blvd,0,6,GA,30236,33.52,-84.35,47188.0,1441.69,Suburban
1311,2017-01-21,Florida,Boynton Beach,500 NE 2nd St,0,5,FL,33435,26.52,-80.08,35264.0,4887.94,Urban
1312,2017-01-21,Tennessee,Memphis,500 block of Delta Road,2,2,TN,38109,35.1,-90.0,44059.0,692.22,Rural
1313,2017-01-20,Mississippi,Como,NaN,1,4,MS,NaN,45.8080597,9.0851765,NaN,,
1314,2017-01-20,California,Fresno,4700 block of E Montecito Ave,0,4,CA,93702,36.74,-119.75,44650.0,9233.85,Urban
1315,2017-01-16,Texas,Houston,8535 Martin Luther King Boulevard,0,4,TX,77033,29.76,-95.38,29692.0,4680.33,Urban
1316,2017-01-16,Florida,Miami,6011 NW 32nd Ave,0,8,FL,33142,25.77,-80.2,56468.0,7435.48,Urban
1317,2017-01-15,Colorado,Capulin,NaN,3,1,CO,NaN,36.7412867,-103.9941775,NaN,,
1318,2017-01-15,Mississippi,Magnolia,6000 block of Church Road,1,4,MS,39652,31.15,-90.46,8031.0,47.04,Rural
1319,2017-01-12,Missouri,Kansas City,8607 E 61st Terrace,3,2,MO,64129,39.09,-94.58,8898.0,910.02,Rural
1320,2017-01-12,California,Salinas,500 block of Sunrise St,2,2,CA,93905,36.67,-121.61,61251.0,6563.55,Urban
1321,2017-01-11,New Jersey,Newark,Hawkins Street and Christie Street,1,3,NJ,07105,40.72,-74.17,53323.0,10116.93,Urban
1322,2017-01-11,Illinois,Chicago,4200 block of S Talman,1,3,IL,60632,41.83,-87.68,91644.0,12286.56,Urban
1323,2017-01-07,Michigan,Flint,2500 block of Churchill Ave,1,3,MI,48506,43.02,-83.69,29079.0,1586.88,Suburban
1324,2017-01-06,California,Pasadena,100 block of W Claremont St,2,2,CA,91103,34.17,-118.17,28435.0,5122.09,Urban
1325,2017-01-06,Florida,Fort Lauderdale,100 Terminal Dr,5,6,FL,33315,26.14,-80.13,14110.0,2321.93,Suburban
1326,2017-01-04,California,Fontana,14520 Village Drive,3,1,CA,92337,34.05,-117.46,38938.0,2717.48,Suburban
1327,2017-01-03,Texas,Allen,500 block of Hawthorne Drive,0,4,TX,75002,33.1,-96.66,69688.0,1698.27,Suburban
1328,2017-01-01,Mississippi,Winstonville,114 North Greyer Street,0,5,MS,38781,33.91,-90.75,290.0,254.29,Rural
1329,2017-01-01,Texas,Dallas,9220 Skillman Street,1,3,TX,75243,32.79,-96.76,67445.0,6368.51,Urban
1330,2017-01-01,Florida,Miami,8000 block of NW 14th Ave,0,7,FL,33147,25.77,-80.2,47168.0,6475.3,Urban
