,Year,State,County,Incidents,Injured,Killed,Victims,Land Area,Density 2014,Density 2015,Density 2016,Density 2017,Population 2014,Poverty Count 2014,Poverty Rate 2014,Population 2015,Poverty Count 2015,Poverty Rate 2015,Population 2016,Poverty Count 2016,Poverty Rate 2016,Population 2017,Poverty Count 2017,Poverty Rate 2017,Pop Change 1,Pop Change 1 (%),Pop Change 2,Pop Change 2 (%),Pop Change 3,Pop Change 3 (%),Pop Change Avg,Pop Change Avg (%),Den Change 1,Den Change 1 (%),Den Change 2,Den Change 2 (%),Den Change 3,Den Change 3 (%),Den Change Avg,Den Change Avg (%),Poverty Rate Change 1,Poverty Rate Change 1 (%),Poverty Rate Change 2,Poverty Rate Change 2 (%),Poverty Rate Change 3,Poverty Rate Change 3 (%),Poverty Rate Change Avg,Poverty Rate Change Avg (%),Region
554,2015,South Carolina,Horry,1,4,0,4,174.26,90.62894525421784,91.32904854814643,91.64466888557327,95.8395500975554,295238.0,"52,066",17.6,305303.0,"50,839",16.7,317945.0,"47,767",15.0,328751.0,"52,862",16.1,10065.0,3.409114002940001,12642.0,4.140804381221287,10806.0,3.398701033197568,26309.0,8.682818728560477,0.700103293928592,0.7724941429747076,0.3156203374268358,0.3455859252277804,0.0,0.0,1.0157236313554279,1.118080068202488,-0.9000000000000021,-5.113636363636374,-1.6999999999999993,-10.179640718562865,1.1000000000000014,7.333333333333343,-2.2333333333333343,-12.848832637754791,Southeast
555,2015,South Carolina,Charleston,3,7,10,17,84.02,54.082361342537496,55.046417519638176,58.0814091882885,60.0571292549393,370438.0,"62,336",16.8,378449.0,"56,459",14.9,385834.0,"57,691",15.0,390420.0,"51,780",13.3,8011.0,2.1625751137842144,7385.0,1.9513857877811773,4586.0,1.1885940585847834,16924.666666666668,4.510158921093653,0.9640561771006801,1.7825704225352013,3.0349916686503207,5.51351351351353,0.0,0.0,3.999047845751001,7.296083936048731,-1.9000000000000004,-11.30952380952381,0.09999999999999964,0.6711409395973078,-1.6999999999999993,-11.333333333333329,-2.366666666666667,-14.41616064770428,Southeast
556,2016,South Carolina,Charleston,1,1,3,4,84.02,54.082361342537496,55.046417519638176,58.0814091882885,60.0571292549393,370438.0,"62,336",16.8,378449.0,"56,459",14.9,385834.0,"57,691",15.0,390420.0,"51,780",13.3,8011.0,2.1625751137842144,7385.0,1.9513857877811773,4586.0,1.1885940585847834,16924.666666666668,4.510158921093653,0.9640561771006801,1.7825704225352013,3.0349916686503207,5.51351351351353,0.0,0.0,3.999047845751001,7.296083936048731,-1.9000000000000004,-11.30952380952381,0.09999999999999964,0.6711409395973078,-1.6999999999999993,-11.333333333333329,-2.366666666666667,-14.41616064770428,Southeast
557,2016,South Carolina,Dorchester,1,4,0,4,11.21,2123.6396074933095,2065.9232827832293,2120.6066012488845,2030.3300624442459,146049.0,"18,717",12.8,149981.0,"20,380",13.6,151468.0,"14,329",9.5,154146.0,"15,362",10.0,3932.0,2.692247122541062,1487.0,0.9914589181296378,2678.0,1.7680302110016726,6311.666666666667,4.273049444337924,-57.716324710080244,-2.7178022347307405,54.68331846565525,2.6469191243144934,-90.27653880463868,-4.257109204105674,-33.12518584597122,-1.4899195117848052,0.7999999999999989,6.25,-4.1,-30.147058823529406,0.5,5.263157894736835,-3.133333333333334,-22.14267285861713,Southeast
558,2016,South Carolina,Horry,1,5,0,5,174.26,90.62894525421784,91.32904854814643,91.64466888557327,95.8395500975554,295238.0,"52,066",17.6,305303.0,"50,839",16.7,317945.0,"47,767",15.0,328751.0,"52,862",16.1,10065.0,3.409114002940001,12642.0,4.140804381221287,10806.0,3.398701033197568,26309.0,8.682818728560477,0.700103293928592,0.7724941429747076,0.3156203374268358,0.3455859252277804,0.0,0.0,1.0157236313554279,1.118080068202488,-0.9000000000000021,-5.113636363636374,-1.6999999999999993,-10.179640718562865,1.1000000000000014,7.333333333333343,-2.2333333333333343,-12.848832637754791,Southeast
559,2016,South Carolina,None,1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southeast
560,2015,South Carolina,Anderson,1,0,4,4,62.66,182.70028726460262,189.49888285987876,195.00478774337697,199.8244494095117,189695.0,"31,752",16.7,191268.0,"32,807",17.2,193351.0,"29,703",15.4,195615.0,"28,083",14.4,1573.0,0.8292258625688618,2083.0,1.0890478281782663,2264.0,1.1709274842126547,4410.666666666667,2.3085828521513463,6.79859559527614,3.721174004192889,5.505904883498204,2.9055078322384844,0.0,0.0,12.304500478774344,6.6266818364313735,0.5,2.9940119760479007,-1.799999999999999,-10.465116279069761,-1.0,-6.493506493506501,-1.6333333333333322,-9.635606467524028,Southeast
561,2016,South Carolina,Anderson,1,3,1,4,62.66,182.70028726460262,189.49888285987876,195.00478774337697,199.8244494095117,189695.0,"31,752",16.7,191268.0,"32,807",17.2,193351.0,"29,703",15.4,195615.0,"28,083",14.4,1573.0,0.8292258625688618,2083.0,1.0890478281782663,2264.0,1.1709274842126547,4410.666666666667,2.3085828521513463,6.79859559527614,3.721174004192889,5.505904883498204,2.9055078322384844,0.0,0.0,12.304500478774344,6.6266818364313735,0.5,2.9940119760479007,-1.799999999999999,-10.465116279069761,-1.0,-6.493506493506501,-1.6333333333333322,-9.635606467524028,Southeast
562,2015,South Carolina,None,1,5,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southeast
563,2015,South Carolina,Oconee,1,3,1,4,79.04,277.40384615384613,277.35323886639674,281.0475708502024,278.125,74369.0,"12,986",17.5,74822.0,"13,493",18.0,75538.0,"11,021",14.6,76434.0,"12,237",16.0,453.0,0.6091247697293198,716.0,0.956937799043061,896.0,1.186157960231938,1467.6666666666667,1.96144855551636,-0.050607287449395244,-0.01824318161087035,3.6943319838056823,1.3319952559073016,-2.922570850202419,-1.0398847573602268,2.6695344129554806,0.9671238218430223,0.5,2.857142857142847,-3.4000000000000004,-18.888888888888886,1.4000000000000004,9.589041095890408,-2.4333333333333336,-12.83539899978257,Southeast
564,2015,South Carolina,Orangeburg,2,4,5,9,111.01,53.34654535627421,56.778668588415464,54.121250337807396,53.121340419782,86823.0,"26,705",30.8,85855.0,"20,575",24.0,84853.0,"19,239",22.7,84364.0,"20,595",24.4,-968.0,-1.1149119472950701,-1002.0,-1.1670840370391886,-489.0,-99.8,-2133.0,-35.548662651000924,3.432123232141251,6.4336372847011205,-2.6574182506080675,-4.680310963033492,-0.999909918025395,-1.847536617842863,0.4414016755247185,1.1374807823866746,-6.800000000000001,-22.077922077922068,-1.3000000000000007,-5.416666666666671,1.6999999999999993,7.4889867841409625,-7.533333333333335,-24.99825981654175,Southeast
565,2015,South Carolina,Richland,1,4,0,4,63.35,609.2028413575375,610.6393054459353,624.9250197316495,625.3196527229676,371666.0,"59,816",16.1,375636.0,"59,495",15.8,378359.0,"61,910",16.4,380408.0,"64,234",16.9,3970.0,1.0681633509656479,2723.0,0.7249038963251593,2049.0,0.5415491636250351,7376.0,1.973583635165819,1.43646408839777,0.23579405591686964,14.28571428571422,2.339468514114344,0.0,0.0,15.72217837411199,2.5752625700312137,-0.3000000000000007,-1.8633540372670865,0.5999999999999979,3.7974683544303502,0.5,3.0487804878048763,0.4666666666666638,2.950374479764889,Southeast
566,2015,South Carolina,Bamberg,1,4,0,4,140.91,49.42871336313959,50.75580157547371,46.94485842026826,45.04293520686964,14185.0,"4,209",29.7,13871.0,"4,534",32.7,13695.0,"3,885",28.4,13682.0,"3,631",26.5,-314.0,-2.213605921748325,-176.0,-1.2688342585249757,-13.0,-99.8,-494.3333333333333,-36.749106846939966,1.3270882123341181,2.6848528356066197,-3.8109431552054502,-7.508389261744966,-1.901923213398618,-4.051398337112616,-3.1178293473375382,-6.174002538509218,3.0000000000000036,10.101010101010118,-4.300000000000004,-13.149847094801231,-1.8999999999999986,-6.690140845070417,-1.9333333333333336,-5.278883942147919,Southeast
567,2017,South Carolina,Richland,2,12,0,12,63.35,609.2028413575375,610.6393054459353,624.9250197316495,625.3196527229676,371666.0,"59,816",16.1,375636.0,"59,495",15.8,378359.0,"61,910",16.4,380408.0,"64,234",16.9,3970.0,1.0681633509656479,2723.0,0.7249038963251593,2049.0,0.5415491636250351,7376.0,1.973583635165819,1.43646408839777,0.23579405591686964,14.28571428571422,2.339468514114344,0.0,0.0,15.72217837411199,2.5752625700312137,-0.3000000000000007,-1.8633540372670865,0.5999999999999979,3.7974683544303502,0.5,3.0487804878048763,0.4666666666666638,2.950374479764889,Southeast
568,2015,South Dakota,Charles Mix,1,0,6,6,160.01,2.762327354540341,3.0185613399162547,3.4497843884757207,3.81851134304106,8861.0,"2,128",24.0,8956.0,"2,088",23.3,8978.0,"1,951",21.7,8978.0,"2,238",24.9,95.0,1.0721137569123158,22.0,0.24564537740062065,0.0,0.0,117.0,1.3177591343129365,0.2562339853759137,9.2760180995475,0.4312230485594659,14.28571428571432,0.0,0.0,0.6874570339353796,23.56173238526182,-0.6999999999999993,-2.9166666666666714,-1.6000000000000014,-6.866952789699582,3.1999999999999993,14.74654377880185,-1.2333333333333343,-4.868104863432303,Midwest
569,2014,South Dakota,Roberts,1,1,4,5,346.39,15.739484396200814,15.771240509252575,15.540286959785213,15.292011894107796,10149.0,"2,074",20.4,10087.0,"2,017",20.0,10042.0,"1,801",17.9,10029.0,"1,763",17.6,-62.0,-0.6108976253818099,-45.0,-0.4461187667294553,-13.0,-99.8,-111.33333333333333,-34.32368305877793,0.0317561130517614,0.201760821716789,-0.2309535494673618,-1.464396851546752,-0.24827506567741686,-1.5976221437859977,-0.281955791641406,-1.7951767444252957,-0.3999999999999986,-1.9607843137254832,-2.1000000000000014,-10.500000000000014,-0.29999999999999716,-1.6759776536312643,-2.599999999999999,-13.019443531602585,Midwest
570,2017,Tennessee,Haywood,1,10,0,10,270.05,52.55693390112942,52.493982595815595,51.86446954267728,51.25347157933716,17953.0,"4,428",24.7,17797.0,"4,009",22.5,17621.0,"3,530",20.0,17351.0,"3,573",20.6,-156.0,-0.8689355539464145,-176.0,-0.9889307186604555,-270.0,-99.8,-422.0,-35.124532939273536,-0.06295130531382398,-0.11977735503415943,-0.629513053138318,-1.1992099322799277,-0.6109979633401181,-1.178066542910173,-0.8961303462321814,-1.7116761349508114,-2.1999999999999993,-8.906882591093108,-2.5,-11.111111111111114,0.6000000000000014,3.0,-4.499999999999999,-19.017993702204222,Southeast
571,2017,Tennessee,Hardin,1,4,0,4,318.16,54.582599949710826,54.321724918280104,55.13578073925069,54.579456877042986,25467.0,"5,536",21.7,25359.0,"5,760",22.7,25273.0,"5,438",21.5,25450.0,"4,753",18.7,-108.0,-0.424078218871486,-86.0,-0.33913009188059107,177.0,0.7003521544731512,-135.0,-0.52975759259436,-0.26087503143072155,-0.4779454105723744,0.8140558209705873,1.4985824220332233,-0.5563238622077051,-1.009006954737231,0.36773950213729734,0.684301359881772,1.0,4.608294930875573,-1.1999999999999993,-5.286343612334804,-2.8000000000000007,-13.023255813953497,-1.1333333333333329,-5.0191339527770635,Southeast
572,2017,Tennessee,Knox,1,4,1,5,15.3,1862.6797385620914,1892.81045751634,1848.627450980392,1829.4771241830065,436362.0,"77,218",17.7,439239.0,"68,679",15.6,443823.0,"65,480",14.8,449727.0,"62,320",13.9,2877.0,0.6593149724311473,4584.0,1.0436231755377037,5904.0,1.330260036095467,9429.0,2.1463581600006734,30.13071895424855,1.6176006175655289,-44.183006535947925,-2.334254143646419,-19.15032679738556,-1.0359213689718416,-20.43572984749456,-1.061960649071504,-2.0999999999999996,-11.864406779661024,-0.7999999999999989,-5.128205128205124,-0.9000000000000004,-6.081081081081081,-3.199999999999999,-19.019638934893177,Southeast
573,2015,Tennessee,Crockett,1,6,0,6,100.59,29.893627597176657,31.384829505915103,29.257381449448253,28.034595884282734,14429.0,"2,740",19.0,14367.0,"2,743",19.1,14172.0,"2,491",17.6,14241.0,"2,525",17.7,-62.0,-0.4296902072215687,-195.0,-1.357277093338908,69.0,0.48687552921253996,-234.0,-1.62467545748963,1.4912019087384465,4.988360492184924,-2.12744805646685,-6.778587266392151,-1.2227855651655197,-4.17940876656472,-1.04384133611691,-3.1833630297288,0.10000000000000142,0.526315789473685,-1.5,-7.853403141361255,0.09999999999999787,0.568181818181813,-1.366666666666666,-7.137693412493633,Southeast
574,2015,Tennessee,Davidson,1,3,1,4,40.19,2146.3299328191088,2241.1793978601645,2323.2644936551387,2381.612341378453,643380.0,"128,113",19.9,653237.0,"111,678",17.1,658588.0,"99,415",15.1,665606.0,"97,343",14.6,9857.0,1.532065031552122,5351.0,0.8191513952822618,7018.0,1.0656130995402293,17547.333333333332,2.7064207933477937,94.84946504105574,4.419146543629253,82.08509579497422,3.6625847923351245,0.0,0.0,176.93456083602996,8.081731335964378,-2.799999999999997,-14.070351758793947,-2.0000000000000018,-11.695906432748544,-0.5,-3.3112582781456865,-4.966666666666666,-26.870010950924385,Southeast
575,2015,Tennessee,Hamilton,2,5,7,12,12.27,1161.0431947840261,1220.6193969030155,1225.99837000815,1194.6210268948655,341425.0,"54,383",15.9,344737.0,"52,287",15.2,348581.0,"47,050",13.5,352276.0,"44,007",12.5,3312.0,0.9700519879915106,3844.0,1.115052924403244,3695.0,1.0600118767230668,8387.666666666666,2.438442204635777,59.576202118989386,5.131264916467785,5.378973105134492,0.4406757027442154,-31.377343113284496,-2.5593299208934326,54.49606085302904,4.718830645580856,-0.7000000000000011,-4.402515723270454,-1.6999999999999993,-11.18421052631578,-1.0,-7.407407407407405,-2.733333333333334,-18.05586205205537,Southeast
576,2015,Tennessee,Montgomery,2,7,2,9,92.41,504.86960285683375,509.4794935613029,525.0514013634888,539.0217508927606,185913.0,"25,803",13.9,189494.0,"25,378",13.4,191572.0,"24,640",12.9,195906.0,"25,124",12.8,3581.0,1.9261697675794665,2078.0,1.0966046418356257,4334.0,2.2623347879648463,7103.666666666667,3.7768860054033744,4.609890704469137,0.9130854142106841,15.571907802185933,3.056434655168758,0.0,0.0,20.18179850665507,3.969520069379442,-0.5,-3.597122302158269,-0.5,-3.731343283582092,-0.09999999999999964,-0.7751937984496067,-1.0333333333333332,-7.586863518556896,Southeast
577,2015,Tennessee,Shelby,3,15,1,16,67.31,687.3421482692023,665.2651909077402,666.8994205912941,654.5684147972071,919773.0,"211,505",23.0,919589.0,"186,186",20.2,915573.0,"190,199",20.8,918282.0,"173,777",18.9,-184.0,-0.020004936000518114,-4016.0,-0.4367168376307262,2709.0,0.29588028480524997,-3297.0,-0.35809501202949434,-22.076957361462064,-3.211931265535526,1.6342296835538264,0.24565086312782114,-12.331005794086991,-1.8490053242442315,-24.5530629426039,-3.582615510489115,-2.8000000000000007,-12.173913043478265,0.6000000000000014,2.9702970297029765,-1.9000000000000021,-9.134615384615401,-2.8333333333333335,-12.24848780864709,Southeast
578,2015,Tennessee,Sullivan,1,2,3,5,127.37,297.98225641830885,297.8880427102144,298.6810080866766,300.40040825940173,154575.0,"28,608",18.5,154362.0,"25,241",16.4,154181.0,"25,304",16.4,154737.0,"24,258",15.7,-213.0,-0.1377971858321274,-181.0,-0.1172568378227794,556.0,0.3606151211887294,-208.66666666666666,-0.13484898325866368,-0.09421370809445762,-0.03161722084627172,0.7929653764622344,0.2661957724948536,0.0,0.0,0.6987516683677768,0.23457855164858188,-2.1000000000000014,-11.351351351351354,0.0,0.0,-0.6999999999999993,-4.268292682926827,-2.3333333333333344,-12.77411557899363,Southeast
579,2016,Tennessee,Sullivan,1,4,1,5,127.37,297.98225641830885,297.8880427102144,298.6810080866766,300.40040825940173,154575.0,"28,608",18.5,154362.0,"25,241",16.4,154181.0,"25,304",16.4,154737.0,"24,258",15.7,-213.0,-0.1377971858321274,-181.0,-0.1172568378227794,556.0,0.3606151211887294,-208.66666666666666,-0.13484898325866368,-0.09421370809445762,-0.03161722084627172,0.7929653764622344,0.2661957724948536,0.0,0.0,0.6987516683677768,0.23457855164858188,-2.1000000000000014,-11.351351351351354,0.0,0.0,-0.6999999999999993,-4.268292682926827,-2.3333333333333344,-12.77411557899363,Southeast
580,2016,Tennessee,Shelby,5,20,2,22,67.31,687.3421482692023,665.2651909077402,666.8994205912941,654.5684147972071,919773.0,"211,505",23.0,919589.0,"186,186",20.2,915573.0,"190,199",20.8,918282.0,"173,777",18.9,-184.0,-0.020004936000518114,-4016.0,-0.4367168376307262,2709.0,0.29588028480524997,-3297.0,-0.35809501202949434,-22.076957361462064,-3.211931265535526,1.6342296835538264,0.24565086312782114,-12.331005794086991,-1.8490053242442315,-24.5530629426039,-3.582615510489115,-2.8000000000000007,-12.173913043478265,0.6000000000000014,2.9702970297029765,-1.9000000000000021,-9.134615384615401,-2.8333333333333335,-12.24848780864709,Southeast
581,2016,Tennessee,Rutherford,1,5,0,5,48.5,345.319587628866,347.09278350515467,364.8453608247423,367.0721649484536,283064.0,"41,601",14.7,293052.0,"32,601",11.1,302590.0,"31,097",10.3,311520.0,"31,372",10.1,9988.0,3.528530650312291,9538.0,3.254712474236655,8930.0,2.951188076274832,22502.666666666668,7.766972483307224,1.7731958762886961,0.5134941485550542,17.7525773195876,5.114648924795048,0.0,0.0,19.525773195876297,5.6281430733501026,-3.5999999999999996,-24.489795918367335,-0.7999999999999989,-7.207207207207205,-0.20000000000000107,-1.9417475728155438,-4.466666666666666,-32.34425231651306,Southeast
582,2016,Tennessee,Montgomery,1,6,0,6,92.41,504.86960285683375,509.4794935613029,525.0514013634888,539.0217508927606,185913.0,"25,803",13.9,189494.0,"25,378",13.4,191572.0,"24,640",12.9,195906.0,"25,124",12.8,3581.0,1.9261697675794665,2078.0,1.0966046418356257,4334.0,2.2623347879648463,7103.666666666667,3.7768860054033744,4.609890704469137,0.9130854142106841,15.571907802185933,3.056434655168758,0.0,0.0,20.18179850665507,3.969520069379442,-0.5,-3.597122302158269,-0.5,-3.731343283582092,-0.09999999999999964,-0.7751937984496067,-1.0333333333333332,-7.586863518556896,Southeast
583,2016,Tennessee,Hamilton,1,4,0,4,12.27,1161.0431947840261,1220.6193969030155,1225.99837000815,1194.6210268948655,341425.0,"54,383",15.9,344737.0,"52,287",15.2,348581.0,"47,050",13.5,352276.0,"44,007",12.5,3312.0,0.9700519879915106,3844.0,1.115052924403244,3695.0,1.0600118767230668,8387.666666666666,2.438442204635777,59.576202118989386,5.131264916467785,5.378973105134492,0.4406757027442154,-31.377343113284496,-2.5593299208934326,54.49606085302904,4.718830645580856,-0.7000000000000011,-4.402515723270454,-1.6999999999999993,-11.18421052631578,-1.0,-7.407407407407405,-2.733333333333334,-18.05586205205537,Southeast
584,2017,Tennessee,Shelby,8,29,5,34,67.31,687.3421482692023,665.2651909077402,666.8994205912941,654.5684147972071,919773.0,"211,505",23.0,919589.0,"186,186",20.2,915573.0,"190,199",20.8,918282.0,"173,777",18.9,-184.0,-0.020004936000518114,-4016.0,-0.4367168376307262,2709.0,0.29588028480524997,-3297.0,-0.35809501202949434,-22.076957361462064,-3.211931265535526,1.6342296835538264,0.24565086312782114,-12.331005794086991,-1.8490053242442315,-24.5530629426039,-3.582615510489115,-2.8000000000000007,-12.173913043478265,0.6000000000000014,2.9702970297029765,-1.9000000000000021,-9.134615384615401,-2.8333333333333335,-12.24848780864709,Southeast
585,2015,Tennessee,None,1,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southeast
586,2016,Tennessee,Dyer,1,7,1,8,141.45,194.5139625309297,194.4856839872747,196.5217391304348,191.70731707317074,37299.0,"7,324",19.6,37269.0,"8,374",22.5,37069.0,"7,402",20.0,36845.0,"6,360",17.3,-30.0,-0.0804311107536364,-200.0,-0.5366390297566426,-224.0,-99.8,-304.6666666666667,-33.883736807176945,-0.028278543654977284,-0.014538053354641534,2.036055143160098,1.0468920392584238,-4.814422057264068,-2.4498165335635775,0.4029692470837649,0.21574847471592307,2.8999999999999986,14.795918367346928,-2.5,-11.111111111111114,-2.6999999999999993,-13.5,-0.5000000000000012,-0.8151927437641859,Southeast
587,2014,Tennessee,Hamilton,2,6,3,9,12.27,1161.0431947840261,1220.6193969030155,1225.99837000815,1194.6210268948655,341425.0,"54,383",15.9,344737.0,"52,287",15.2,348581.0,"47,050",13.5,352276.0,"44,007",12.5,3312.0,0.9700519879915106,3844.0,1.115052924403244,3695.0,1.0600118767230668,8387.666666666666,2.438442204635777,59.576202118989386,5.131264916467785,5.378973105134492,0.4406757027442154,-31.377343113284496,-2.5593299208934326,54.49606085302904,4.718830645580856,-0.7000000000000011,-4.402515723270454,-1.6999999999999993,-11.18421052631578,-1.0,-7.407407407407405,-2.733333333333334,-18.05586205205537,Southeast
588,2014,Tennessee,Maury,1,5,0,5,300.73,178.56881588135536,179.48658264888766,184.49107172546798,190.3567984570877,84278.0,"13,026",15.5,86541.0,"11,432",13.2,88715.0,"10,204",11.5,90935.0,"9,474",10.4,2263.0,2.6851610147369485,2174.0,2.5121040893911584,2220.0,2.502395310826813,5177.0,6.031396874403711,0.9177667675322994,0.5139569095547358,5.004489076580313,2.788224614187527,0.0,0.0,5.9222558441126125,3.302181523742263,-2.3000000000000007,-14.83870967741936,-1.6999999999999993,-12.878787878787875,-1.0999999999999996,-9.565217391304344,-4.366666666666666,-30.905903353308684,Southeast
589,2014,Tennessee,Montgomery,1,4,0,4,92.41,504.86960285683375,509.4794935613029,525.0514013634888,539.0217508927606,185913.0,"25,803",13.9,189494.0,"25,378",13.4,191572.0,"24,640",12.9,195906.0,"25,124",12.8,3581.0,1.9261697675794665,2078.0,1.0966046418356257,4334.0,2.2623347879648463,7103.666666666667,3.7768860054033744,4.609890704469137,0.9130854142106841,15.571907802185933,3.056434655168758,0.0,0.0,20.18179850665507,3.969520069379442,-0.5,-3.597122302158269,-0.5,-3.731343283582092,-0.09999999999999964,-0.7751937984496067,-1.0333333333333332,-7.586863518556896,Southeast
590,2014,Tennessee,Shelby,9,38,5,43,67.31,687.3421482692023,665.2651909077402,666.8994205912941,654.5684147972071,919773.0,"211,505",23.0,919589.0,"186,186",20.2,915573.0,"190,199",20.8,918282.0,"173,777",18.9,-184.0,-0.020004936000518114,-4016.0,-0.4367168376307262,2709.0,0.29588028480524997,-3297.0,-0.35809501202949434,-22.076957361462064,-3.211931265535526,1.6342296835538264,0.24565086312782114,-12.331005794086991,-1.8490053242442315,-24.5530629426039,-3.582615510489115,-2.8000000000000007,-12.173913043478265,0.6000000000000014,2.9702970297029765,-1.9000000000000021,-9.134615384615401,-2.8333333333333335,-12.24848780864709,Southeast
591,2016,Tennessee,Davidson,2,8,0,8,40.19,2146.3299328191088,2241.1793978601645,2323.2644936551387,2381.612341378453,643380.0,"128,113",19.9,653237.0,"111,678",17.1,658588.0,"99,415",15.1,665606.0,"97,343",14.6,9857.0,1.532065031552122,5351.0,0.8191513952822618,7018.0,1.0656130995402293,17547.333333333332,2.7064207933477937,94.84946504105574,4.419146543629253,82.08509579497422,3.6625847923351245,0.0,0.0,176.93456083602996,8.081731335964378,-2.799999999999997,-14.070351758793947,-2.0000000000000018,-11.695906432748544,-0.5,-3.3112582781456865,-4.966666666666666,-26.870010950924385,Southeast
592,2017,Tennessee,Davidson,2,12,1,13,40.19,2146.3299328191088,2241.1793978601645,2323.2644936551387,2381.612341378453,643380.0,"128,113",19.9,653237.0,"111,678",17.1,658588.0,"99,415",15.1,665606.0,"97,343",14.6,9857.0,1.532065031552122,5351.0,0.8191513952822618,7018.0,1.0656130995402293,17547.333333333332,2.7064207933477937,94.84946504105574,4.419146543629253,82.08509579497422,3.6625847923351245,0.0,0.0,176.93456083602996,8.081731335964378,-2.799999999999997,-14.070351758793947,-2.0000000000000018,-11.695906432748544,-0.5,-3.3112582781456865,-4.966666666666666,-26.870010950924385,Southeast
593,2017,Tennessee,Hamilton,1,4,0,4,12.27,1161.0431947840261,1220.6193969030155,1225.99837000815,1194.6210268948655,341425.0,"54,383",15.9,344737.0,"52,287",15.2,348581.0,"47,050",13.5,352276.0,"44,007",12.5,3312.0,0.9700519879915106,3844.0,1.115052924403244,3695.0,1.0600118767230668,8387.666666666666,2.438442204635777,59.576202118989386,5.131264916467785,5.378973105134492,0.4406757027442154,-31.377343113284496,-2.5593299208934326,54.49606085302904,4.718830645580856,-0.7000000000000011,-4.402515723270454,-1.6999999999999993,-11.18421052631578,-1.0,-7.407407407407405,-2.733333333333334,-18.05586205205537,Southeast
594,2015,Texas,None,1,0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,Southwest
595,2015,Texas,Potter,1,4,0,4,16.77,2083.005366726297,2095.9451401311867,2079.6064400715563,2098.2707215265355,114767.0,"24,669",21.5,114649.0,"25,687",22.4,113921.0,"25,040",22.0,113497.0,"21,038",18.5,-118.0,-0.10281701185881786,-728.0,-0.6349815523903288,-424.0,-99.8,-987.3333333333334,-34.00446523091581,12.93977340488982,0.6212069162945255,-16.338700059630355,-0.7795385359469691,0.0,0.0,-3.398926654740535,-0.15833161965244358,0.8999999999999986,4.186046511627907,-0.3999999999999986,-1.7857142857142776,-3.5,-15.909090909090907,-0.6666666666666667,-2.902698077116672,Southwest
596,2015,Texas,Smith,1,3,1,4,75.01,124.81002532995599,120.90387948273563,139.99466737768296,130.5559258765498,214432.0,"38,908",18.1,217724.0,"34,786",16.0,220125.0,"34,487",15.7,222543.0,"34,767",15.6,3292.0,1.5352186240859709,2401.0,1.1027723172456945,2418.0,1.0984667802385104,6499.0,3.004146534744502,-3.9061458472203583,-3.129673146763494,19.090787894947326,15.790054030212815,-9.438741501133165,-6.742215027140261,12.03839488068258,10.412975874402568,-2.1000000000000014,-11.60220994475138,-0.3000000000000007,-1.875,-0.09999999999999964,-0.6369426751592329,-2.4333333333333353,-13.689524169804457,Southwest
597,2015,Texas,Starr,1,2,2,4,3.91,100.0,134.52685421994883,175.19181585677745,165.9846547314578,62107.0,"21,981",35.4,62939.0,"19,463",30.9,63258.0,"25,257",39.9,63579.0,"20,344",32.0,832.0,1.3396235529006475,319.0,0.5068399561480135,321.0,0.5074456985677784,1258.0,2.0156120752379203,34.52685421994883,34.52685421994883,40.66496163682862,30.228136882129263,-9.207161125319658,-5.255474452554722,72.12276214833757,63.00316628455985,-4.5,-12.711864406779654,9.0,29.12621359223303,-7.899999999999999,-19.799498746867158,1.8666666666666671,9.814516269830989,Southwest
598,2015,Texas,Tarrant,2,11,0,11,12.17,3853.985209531635,3930.484798685292,4032.949876746097,4091.1257189811013,1920269.0,"291,534",15.2,1956980.0,"255,993",13.1,1989810.0,"270,348",13.6,2025806.0,"234,362",11.6,36711.0,1.9117634039814249,32830.0,1.677584850126209,35996.0,1.8090169413160169,81539.66666666667,4.1923539012129725,76.49958915365687,1.984947657932338,102.4650780608049,2.6069323075636532,0.0,0.0,178.96466721446177,4.591879965495991,-2.0999999999999996,-13.815789473684205,0.5,3.81679389312977,-2.0,-14.705882352941174,-2.266666666666666,-14.900956364868161,Southwest
599,2016,Texas,Travis,3,7,6,13,2.4,5765.833333333334,6017.083333333334,6103.333333333334,6228.75,1128678.0,"188,959",16.7,1154396.0,"152,195",13.2,1177093.0,"143,948",12.2,1204389.0,"139,071",11.5,25718.0,2.2785949579950966,22697.0,1.966136403799041,27296.0,2.3189331684072556,57513.666666666664,5.017709084596556,251.25,4.357566122272004,86.25,1.4334187383145292,0.0,0.0,337.5,5.7909848605865335,-3.5,-20.958083832335333,-1.0,-7.575757575757578,-0.6999999999999993,-5.737704918032776,-4.733333333333333,-30.446409714103837,Southwest
